Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Main Image,Thumbnail_Image,Gallery_Image 1,Gallery_Image 2,Gallery_Image 3
Welangolla Plains,Monaragala,"Expansive open plains known for their unique biodiversity and natural beauty, ideal for birdwatching and nature walks.",Uva,Nature,2,0,0,0,0,0,Yes,7.401076123,80.91314596,,,,,
Look Out Point Madugoda,Monaragala,"A scenic viewpoint offering sweeping views of surrounding valleys and hills, popular for photography and peaceful relaxation.",Uva,Scenic,1,0,0,0,0,0,Yes,7.298279538,80.86394588,,,,,
Madulkele,Monaragala,"A serene village surrounded by hills and tea plantations, offering tranquil nature walks and scenic landscapes ideal for relaxation.",Uva,Nature,2,0,0,0,0,0,Yes,7.400046249,80.73336959,,,,,
Heen Ganga Natural Pool,Monaragala,"A hidden natural pool formed by a stream, perfect for swimming and cooling off amid lush greenery and peaceful surroundings.",Uva,Nature,1.5,0,0,0,0,0,Yes,7.441380241,80.84604523,,,,,
Asanaa Gala,Monaragala,A notable rock formation and natural landmark offering panoramic views and hiking opportunities in a peaceful environment.,Uva,Scenic,2,0,0,0,0,0,Yes,7.330010216,80.65354564,,,,,
Alakola Estate,Monaragala,"A historic tea estate known for its beautiful plantations, colonial-era buildings, and scenic walking trails.",Uva,Nature,2,0,0,0,0,0,Yes,7.409143696,80.74442624,,,,,
Ratna Ella,Kandy,"A beautiful waterfall surrounded by lush greenery, offering a refreshing spot for nature lovers and photographers in Nawalapitiya.",Central,Nature,1.5,0,0,0,0,0,Yes,7.000862342,80.98302181,,,,,
Galpottha Nawalapitiya,Kandy,"A scenic area near Nawalapitiya known for its rolling hills, tea plantations, and peaceful village atmosphere, ideal for nature walks.",Central,Nature,2,0,0,0,0,0,Yes,7.031680923,80.53199577,,,,,
Yahangala,Kandy,A prominent mountain peak offering hiking trails and panoramic views of the surrounding landscapes in the Central Province.,Central,Nature,3,0,0,0,0,0,Yes,7.409664815,80.90563765,,,,,
Hatale Mini Worlds End,Kandy,"A lesser-known viewpoint offering stunning vistas of valleys and mountains, similar to the famous World's End in Horton Plains National Park.",Central,Scenic,2,0,0,0,0,0,Yes,7.382819992,80.72252336,,,,,
Gurugalaoya Dam,Kandy,"A serene dam surrounded by lush greenery, offering peaceful water views and a relaxing environment for visitors.",Central,Nature,1.5,0,0,0,0,0,Yes,7.158490878,80.72850502,,,,,
James Tayer's Seat,Kandy,"A famous viewpoint named after a British colonial officer, providing panoramic vistas of valleys and tea plantations nearby.",Central,Scenic,1.5,0,0,0,0,0,Yes,7.146902048,80.7045203,,,,,
Rakshagala Kinihira Mountain,Kandy,"A rugged mountain with unique rock formations and hiking trails, popular among adventurous trekkers and nature enthusiasts.",Central,Nature,3,0,0,0,0,0,Yes,7.071969784,80.49109967,,,,,
Kondagala,Kandy,"A hill known for its peaceful surroundings and panoramic views, ideal for hiking and nature exploration.",Central,Nature,2,0,0,0,0,0,Yes,6.239097128,80.13455976,,,,,
Poddalgoda Village,Kandy,"A charming village nestled amidst rolling hills and tea plantations, offering visitors a glimpse of rural Sri Lankan life and scenic nature walks.",Central,Cultural,2,0,0,0,0,0,Yes,7.324889442,80.80595954,,,,,
Deanston Mini World End,Kandy,"A lesser-known viewpoint with stunning vistas reminiscent of the famous World's End, offering peaceful hiking and photography opportunities.",Central,Scenic,2,0,0,0,0,0,Yes,7.334738492,80.86691066,,,,,
Dothalugala Nature Trail,Kandy,"A well-marked walking trail through dense forest and natural landscapes, ideal for birdwatching, flora exploration, and quiet nature immersion.",Central,Nature,2.5,0,0,0,0,0,Yes,7.338892116,80.85099547,,,,,
Rangala Pool,Kandy,"A natural freshwater pool popular for swimming and relaxing, surrounded by lush greenery and peaceful rural settings.",Central,Nature,1.5,0,0,0,0,0,Yes,7.369686337,80.78219944,,,,,
Sita Fort,Kandy,"A historic fortification linked to the Ramayana epic, offering visitors a mix of mythology, history, and scenic views from the hilltop location.",Central,Historical,1.5,0,0,0,0,0,Yes,7.34478789,80.9294908,,,,,
Bellwood view point,Kandy,"A popular garden and recreational area featuring lush greenery, walking paths, and picnic spots perfect for family outings and relaxation.",Central,Nature,1.5,0,0,0,0,0,Yes,7.214086337,80.69773949,,,,,
Narampanawa,Kandy,"A quaint village known for its tranquil environment and proximity to natural attractions, ideal for cultural exploration and nature walks.",Central,Cultural,2,0,0,0,0,0,Yes,7.34613631,80.73546111,,,,,
Ceylon Tea Museum,Kandy,"A museum dedicated to the history of tea production in Sri Lanka, showcasing antique machinery, colonial heritage, and tea culture experiences.",Central,Cultural,2,2000,1000,500,300,300,No,7.268755176,80.63269088,,,,,
Lion's Mouth,Kandy,"A natural rock formation resembling a lion’s mouth, located on the way to the famous Adam’s Peak, offering stunning views and trekking experience.",Central,Nature,2,0,0,0,0,0,Yes,7.254153296,80.50658401,,,,,
Sahas Uyana Nuwara,Kandy,"A cultural park in Nuwara Eliya showcasing traditional Sri Lankan arts, crafts, and cultural performances in a beautiful garden setting.",Central,Cultural,2,0,0,0,0,0,Yes,7.291662076,80.63695677,,,,,
Bogambara Cultural Park,Kandy,"A historical site featuring ancient ruins and cultural exhibits, offering visitors a glimpse into Sri Lanka’s rich heritage and traditions.",Central,Historical,1.5,0,0,0,0,0,Yes,7.291127861,80.63480088,,,,,
National Museum Kandy,Kandy,"The main museum in Kandy showcasing Sri Lanka’s rich history, artifacts, royal regalia, and cultural heritage in a grand colonial building.",Central,Cultural,2,1000,500,300,150,200,No,7.293451944,80.64175429,,,,,
New Ranweli Spice Garden,Kandy,"A fragrant spice garden offering guided tours to explore Sri Lanka’s famous spices, medicinal plants, and traditional herbal remedies.",Central,Nature,1.5,0,0,0,0,0,Yes,7.595521772,80.62611516,,,,,
Balumgala,Kandy,A natural rock formation and scenic hiking spot providing panoramic views of the surrounding hills and valleys near Kandy.,Central,Nature,2,0,0,0,0,0,Yes,7.251710665,80.51528374,,,,,
Captain Dawson Tower,Kandy,"A historic colonial-era tower built in honor of Captain Dawson, offering visitors panoramic views and a glimpse into the region’s colonial past.",Central,Historical,1.5,0,0,0,0,0,Yes,7.256945336,80.5178829,,,,,
Kadugannawa Ambalama,Kandy,"A traditional wayside rest shelter dating back to the colonial era, famous for its unique architecture and historical significance along the old road.",Central,Historical,1,0,0,0,0,0,Yes,7.253135167,80.49733281,,,,,
Balana Fort,Kandy,"An ancient fortress offering panoramic views of the surrounding mountains, historically used to guard the strategic Kadugannawa pass.",Central,Historical,1.5,0,0,0,0,0,Yes,7.270093417,80.49560174,,,,,
Ambuluwawa,Kandy,"A scenic village surrounded by lush greenery and hills, ideal for experiencing rural life and nature walks in the Central Province.",Central,Cultural,2,0,0,0,0,0,Yes,7.160428722,80.54867215,,,,,
Railway Museum Kadugannawa,Kandy,"A small museum dedicated to Sri Lanka’s railway history, showcasing vintage locomotives, photographs, and memorabilia from the colonial era.",Central,Cultural,1.5,0,0,0,0,0,Yes,7.25776055,80.5208309,,,,,
Road Museum Complex - Kiribathkumbura,Kandy,"A unique museum complex showcasing the history and development of Sri Lanka’s road networks, with exhibits on construction and transportation.",Central,Cultural,1.5,0,0,0,0,0,Yes,7.267571574,80.57215977,,,,,
Agro Technology Park - Gannoruwa,Kandy,"An educational park focusing on agricultural innovations, showcasing sustainable farming techniques and local flora, ideal for learning and exploration.",Central,Educational,2,0,0,0,0,0,Yes,7.313479719,80.61680121,,,,,
Gadaladeniya Temple,Kandy,"A beautiful ancient Buddhist temple known for its unique blend of South Indian and Sri Lankan architecture, located near Kandy.",Central,Religious,1.5,0,0,0,0,0,Yes,7.257744278,80.5559229,,,,,
Hidagala Rajamaha Temple,Kandy,"An ancient temple situated on a hilltop, famous for its religious significance and panoramic views of the surrounding area near Kandy.",Central,Religious,2,0,0,0,0,0,Yes,7.240758202,80.60107492,,,,,
Embekka,Kandy,"Renowned for its exquisite wooden carvings, this historic temple is a prime example of traditional Kandyan architecture and craftsmanship.",Central,Religious,1.5,0,0,0,0,0,Yes,7.218181259,80.56771161,,,,,
Gatabaruwa Temple,Kandy,"A peaceful Buddhist temple known for its serene surroundings and beautiful architecture, ideal for meditation and spiritual retreat.",Central,Religious,1.5,0,0,0,0,0,Yes,6.287605887,80.53951408,,,,,
Dunumadawala Forest,Kandy,"A lush forest reserve offering hiking trails, diverse flora and fauna, and tranquil nature experiences close to Kandy city.",Central,Nature,2,0,0,0,0,0,Yes,7.27270219,80.64424272,,,,,
Degaldoruwa Temple,Kandy,"Famous for its ancient cave paintings and rock-carved Buddha statues, this temple is a significant cultural and religious site near Kandy.",Central,Religious,1.5,0,0,0,0,0,Yes,7.304696458,80.66410753,,,,,
Lankathilakaya,Kandy,An ancient Buddhist monastery ruin known for its historical significance and peaceful surroundings near Kandy.,Central,Religious,1.5,0,0,0,0,0,Yes,7.234252473,80.56490844,,,,,
Polgolla Dam,Kandy,"A major hydroelectric dam offering scenic views of the reservoir and surrounding hills, important for regional power supply.",Central,Scenic,1.5,0,0,0,0,0,Yes,7.322185544,80.64551978,,,,,
E L Senanayaka Children Park,Kandy,A family-friendly park in Kandy with playgrounds and recreational facilities ideal for children and local families.,Central,Recreational,1,0,0,0,0,0,Yes,7.287552494,80.64751387,,,,,
St. Paul Church Kandy,Kandy,A historic Christian church in Kandy featuring colonial architecture and serving as a religious landmark for the local Christian community.,Central,Religious,1,0,0,0,0,0,Yes,7.294780233,80.63955218,,,,,
Commonwealth War Cemetery Kandy,Kandy,"A solemn war cemetery honoring Allied soldiers who lost their lives in World Wars, with well-maintained graves and serene surroundings.",Central,Historical,1,0,0,0,0,0,Yes,7.28204095,80.60836312,,,,,
Royal Palace Park,Kandy,"A historic park surrounding the site of the old Kandyan royal palace, offering beautiful gardens and a glimpse into Sri Lanka’s royal heritage.",Central,Historical,1.5,0,0,0,0,0,Yes,7.290483835,80.63735274,,,,,
Udawatta Forest,Kandy,"A protected forest reserve near Kandy known for its biodiversity, hiking trails, and tranquil nature experiences within the city limits.",Central,Nature,2,0,0,0,0,0,Yes,7.299101673,80.64239257,,,,,
Elephant Temple,Kandy,"A temple dedicated to Lord Ganesh with significant cultural and religious importance, often visited for blessings and traditional ceremonies.",Central,Religious,1,0,0,0,0,0,Yes,7.295393939,80.64145793,,,,,
Kandy Lake Circle,Kandy,"A picturesque walking path surrounding the iconic Kandy Lake, perfect for leisurely strolls and enjoying the city’s scenic beauty.",Central,Scenic,1,0,0,0,0,0,Yes,7.293223224,80.63784436,,,,,
Knuckles Mountain Range,Kandy,"A UNESCO World Heritage Site known for its rugged terrain, rich biodiversity, and challenging hiking trails attracting adventure seekers.",Central,Nature,6,0,0,0,0,0,Yes,7.445640952,80.78084067,,,,,
Mee Mure,Kandy,"A breathtaking viewpoint in the Knuckles Range offering panoramic views of valleys, forests, and distant mountains.",Central,Scenic,2,0,0,0,0,0,Yes,7.432663168,80.84491215,,,,,
Hunnasgiriya,Kandy,"A mountainous area with hiking trails, rich biodiversity, and serene landscapes, popular among nature lovers and trekkers.",Central,Nature,3,0,0,0,0,0,Yes,7.299237105,80.85212228,,,,,
Asgiri Raja Maha Viharaya,Kandy,"One of the oldest and most significant Buddhist temples in Kandy, known for its rich history and role in the Buddhist monastic community.",Central,Religious,2,0,0,0,0,0,Yes,7.309253001,80.63593764,,,,,
Hunnasgiriya Bambaragan Oya Ella,Kandy,"A beautiful waterfall located in the Hunnasgiriya area, surrounded by lush forests and a serene atmosphere ideal for nature lovers.",Central,Nature,2,0,0,0,0,0,Yes,7.30952714,80.84320274,,,,,
Karapila Ella Falls,Kandy,"A scenic waterfall popular among hikers and photographers, located in a tranquil forest setting near Kandy.",Central,Nature,1.5,0,0,0,0,0,Yes,7.351365487,80.86344962,,,,,
Kahatagolla Ella Waterfall,Kandy,"A serene waterfall surrounded by dense forest, offering a refreshing stop for hikers and nature lovers in the Central Province.",Central,Nature,1.5,0,0,0,0,0,Yes,7.33318065,80.87043035,,,,,
Lebanon Estate Waterfall,Kandy,"A hidden waterfall located within the Lebanon tea estate, known for its scenic beauty and peaceful environment.",Central,Nature,1.5,0,0,0,0,0,Yes,7.411513555,80.7677126,,,,,
Puna Ella,Kandy,"A charming waterfall set within a forested area, perfect for a refreshing dip and enjoying natural tranquility.",Central,Nature,1.5,0,0,0,0,0,Yes,7.052610596,80.69849677,,,,,
Rahas Ella Falls,Kandy,"A scenic waterfall known for its tranquil atmosphere and refreshing natural pools, popular among hikers and nature enthusiasts.",Central,Nature,1.5,0,0,0,0,0,Yes,7.347626648,80.69137317,,,,,
Ratna Ella Falls,Kandy,"A picturesque waterfall surrounded by rich forest, offering a peaceful retreat for visitors and photographers alike.",Central,Nature,1.5,0,0,0,0,0,Yes,7.000862342,80.98306472,,,,,
Seethakotuwa Ella Falls,Kandy,"A serene waterfall nestled in a lush forest, offering a tranquil environment for visitors to enjoy nature and cool off in natural pools.",Central,Nature,1.5,0,0,0,0,0,Yes,7.359189038,80.92684735,,,,,
Sudugala Ella Falls,Kandy,"A beautiful cascade surrounded by greenery, known for its peaceful ambiance and accessibility to hikers and nature lovers.",Central,Nature,1.5,0,0,0,0,0,Yes,7.031661804,80.53228913,,,,,
Uma Oya Ella Falls,Kandy,"A charming waterfall located near the Uma Oya region, featuring scenic views and a refreshing spot for visitors.",Central,Nature,1.5,0,0,0,0,0,Yes,7.192564658,80.96291641,,,,,
Upper Hunnas Falls,Kandy,"An upper tier waterfall in the Hunnasgiriya area, surrounded by dense forest and offering peaceful natural scenery for visitors.",Central,Nature,1.5,0,0,0,0,0,Yes,7.403818619,80.68804273,,,,,
Windsor Forest,Kandy,"A dense forest area offering hiking trails, rich biodiversity, and serene nature experiences close to the Kandy region.",Central,Nature,2,0,0,0,0,0,Yes,7.102534921,80.44794289,,,,,
Wegala Ella Falls,Kandy,"A picturesque waterfall nestled in a forested area, popular for its natural beauty and peaceful ambiance for visitors.",Central,Nature,1.5,0,0,0,0,0,Yes,7.285584348,80.8007945,,,,,
Kotaganga Ella Falls,Kandy,"A scenic waterfall surrounded by lush greenery, offering visitors a peaceful spot to enjoy nature and take refreshing dips.",Central,Nature,1.5,0,0,0,0,0,Yes,7.376464334,80.81350934,,,,,
Perumal Ella Falls,Kandy,"A beautiful waterfall known for its clear waters and tranquil surroundings, popular with hikers and nature enthusiasts.",Central,Nature,1.5,0,0,0,0,0,Yes,7.330793022,80.81009632,,,,,
